試合ID,日付,ラウンド,プール,守備チーム,投手ID,投手,投球回,投球回（小数）,自責点,失点,被安打,奪三振,与四球,被本塁打,対戦打者数,投球数
788137,2026-03-07,Pool A,A,Puerto Rico,700842,Eduardo Rivera,4.1,4.333333333333333,1,1,1,5,1,0,16,56
788137,2026-03-07,Pool A,A,Puerto Rico,605347,Jorge López,0.1,0.3333333333333333,1,1,2,0,0,0,3,7
788137,2026-03-07,Pool A,A,Puerto Rico,703106,Ricardo Velez,1.1,1.3333333333333333,0,0,1,1,0,0,6,14
788137,2026-03-07,Pool A,A,Puerto Rico,687879,Luis Quiñones,2.0,2.0,0,0,0,5,1,0,7,29
788137,2026-03-07,Pool A,A,Puerto Rico,664744,Jose Espada,2.0,2.0,0,1,2,1,0,0,7,31
788107,2026-03-07,Pool D,D,Israel,815084,Ben Simon,0.1,0.3333333333333333,4,4,3,1,1,1,5,29
788107,2026-03-07,Pool D,D,Israel,810897,Charlie Beilenson,1.2,1.6666666666666665,0,0,1,2,0,0,6,20
788107,2026-03-07,Pool D,D,Israel,802363,Jordan Geber,3.0,3.0,1,1,2,2,1,1,13,44
788107,2026-03-07,Pool D,D,Israel,679946,Daniel Federman,0.1,0.3333333333333333,4,4,1,0,3,0,5,23
788107,2026-03-07,Pool D,D,Israel,641739,Rob Kaminsky,1.2,1.6666666666666665,1,1,4,1,0,1,8,29
788107,2026-03-07,Pool D,D,Israel,681671,Zack Leban,1.0,1.0,1,1,3,0,0,0,6,15
788107,2026-03-07,Pool D,D,Venezuela,646241,Enmanuel De Jesus,5.0,5.0,1,1,2,8,0,0,17,63
788107,2026-03-07,Pool D,D,Venezuela,645307,Ricardo Sánchez,2.0,2.0,1,1,2,0,0,1,8,28
788107,2026-03-07,Pool D,D,Venezuela,672582,Angel Zerpa,1.0,1.0,0,0,0,0,0,0,3,9
788107,2026-03-07,Pool D,D,Venezuela,683627,Anthony Molina,1.0,1.0,1,1,3,1,0,1,6,17
788127,2026-03-07,Pool B,B,Great Britain,643588,Tyler Viza,3.0,3.0,0,0,2,0,0,0,11,42
788127,2026-03-07,Pool B,B,Great Britain,695402,Najer Victor,1.1,1.3333333333333333,0,1,0,4,1,0,6,30
788127,2026-03-07,Pool B,B,Great Britain,668687,Andre Scrubb,0.0,0.0,3,3,3,0,0,1,3,9
788127,2026-03-07,Pool B,B,Great Britain,687630,Donovan Benoit,0.2,0.6666666666666666,1,1,1,0,1,0,5,20
788127,2026-03-07,Pool B,B,Great Britain,681501,Chavez Fernander,0.1,0.3333333333333333,3,3,2,0,2,0,5,19
788127,2026-03-07,Pool B,B,Great Britain,695680,Miles Langhorne,0.2,0.6666666666666666,0,0,2,1,0,0,4,21
788127,2026-03-07,Pool B,B,Great Britain,474699,Vance Worley,2.0,2.0,1,1,2,1,3,0,11,42
788127,2026-03-07,Pool B,B,United States,669373,Tarik Skubal,3.0,3.0,1,1,2,5,0,1,11,41
788127,2026-03-07,Pool B,B,United States,605280,Clay Holmes,3.0,3.0,0,0,1,6,0,0,9,38
788127,2026-03-07,Pool B,B,United States,670280,David Bednar,1.0,1.0,0,0,0,2,0,0,3,11
788127,2026-03-07,Pool B,B,United States,643377,Griffin Jax,1.0,1.0,0,0,0,2,0,0,3,14
788127,2026-03-07,Pool B,B,United States,641745,Brad Keller,1.0,1.0,0,0,0,2,0,0,3,15
788113,2026-03-08,Pool C,C,Chinese Taipei,830716,Ruei-Yang Gu Lin,4.0,4.0,1,1,2,1,1,0,14,59
788113,2026-03-08,Pool C,C,Chinese Taipei,827734,Wei-En Lin,2.1,2.3333333333333335,2,2,1,4,2,1,9,34
788113,2026-03-08,Pool C,C,Chinese Taipei,666020,Kai-Wei Lin,0.2,0.6666666666666666,0,0,0,0,0,0,1,7
788113,2026-03-08,Pool C,C,Chinese Taipei,806844,Yi-Lei Sun,1.2,1.6666666666666665,1,1,1,2,1,0,8,36
788113,2026-03-08,Pool C,C,Chinese Taipei,838359,Yi Chang,0.1,0.3333333333333333,0,0,0,0,1,0,2,9
788113,2026-03-08,Pool C,C,Chinese Taipei,809004,Jyun-Yue Tseng,1.0,1.0,0,0,0,0,0,0,3,9
788113,2026-03-08,Pool C,C,Korea,547943,Hyun Jin Ryu,3.0,3.0,1,1,3,3,0,1,12,50
788113,2026-03-08,Pool C,C,Korea,808971,Been Gwak,3.1,3.3333333333333335,1,1,2,3,1,1,13,47
788113,2026-03-08,Pool C,C,Korea,641540,Dane Dunning,1.2,1.6666666666666665,2,2,2,1,0,1,6,15
788113,2026-03-08,Pool C,C,Korea,808970,Woo-Suk Go,1.2,1.6666666666666665,0,1,0,1,0,0,6,22
788113,2026-03-08,Pool C,C,Korea,628359,Kyung-Eun Noh,0.1,0.3333333333333333,0,0,0,0,1,0,2,6
788109,2026-03-08,Pool C,C,Australia,628015,Connor MacDonald,3.0,3.0,0,0,1,1,3,0,13,54
788109,2026-03-08,Pool C,C,Australia,599683,Warwick Saupold,0.2,0.6666666666666666,0,0,1,0,2,0,5,19
788109,2026-03-08,Pool C,C,Australia,678620,Blake Townsend,1.1,1.3333333333333333,0,0,0,1,1,0,4,24
788109,2026-03-08,Pool C,C,Australia,807650,Coen Wynne,0.2,0.6666666666666666,0,0,0,0,1,0,3,7
788109,2026-03-08,Pool C,C,Australia,626943,Jon Kennedy,1.1,1.3333333333333333,2,2,2,0,1,1,7,25
788109,2026-03-08,Pool C,C,Australia,673132,Ky Hampton,0.1,0.3333333333333333,2,2,1,0,4,0,6,19
788109,2026-03-08,Pool C,C,Australia,692707,Cooper Morgan,0.2,0.6666666666666666,0,0,0,0,0,0,1,4
788109,2026-03-08,Pool C,C,Japan,608372,Tomoyuki Sugano,4.0,4.0,0,0,4,2,0,0,15,50
788109,2026-03-08,Pool C,C,Japan,838757,Chihiro Sumida,3.0,3.0,0,1,2,7,0,0,11,43
788109,2026-03-08,Pool C,C,Japan,684001,Atsuki Taneichi,1.0,1.0,0,0,0,2,0,0,3,11
788109,2026-03-08,Pool C,C,Japan,808962,Taisei Ota,1.0,1.0,2,2,2,1,0,2,5,16
788135,2026-03-08,Pool A,A,Colombia,672715,Luis Patiño,0.1,0.3333333333333333,4,4,2,0,1,2,5,15
788135,2026-03-08,Pool A,A,Colombia,800124,David Lorduy,2.2,2.6666666666666665,0,0,0,1,0,0,8,24
788135,2026-03-08,Pool A,A,Colombia,627218,Emerson Martinez,2.0,2.0,0,0,2,2,0,0,8,24
788135,2026-03-08,Pool A,A,Colombia,664375,Ezequiel Zabaleta,2.0,2.0,0,3,2,2,2,0,10,31
788135,2026-03-08,Pool A,A,Colombia,666669,Elkin Alcala,1.0,1.0,0,0,2,2,0,0,5,17
788135,2026-03-08,Pool A,A,Cuba,682644,Denny Larrondo,2.0,2.0,0,1,0,1,4,0,10,41
788135,2026-03-08,Pool A,A,Cuba,684320,Yariel Rodríguez,2.0,2.0,0,0,1,3,0,0,7,30
788135,2026-03-08,Pool A,A,Cuba,683726,Pedro Santos,1.0,1.0,1,1,1,1,3,0,6,26
788135,2026-03-08,Pool A,A,Cuba,628345,Darien Núñez,1.0,1.0,0,0,1,1,0,0,4,11
788135,2026-03-08,Pool A,A,Cuba,820888,Emmanuel Chapman,0.2,0.6666666666666666,2,2,2,1,2,0,7,25
788135,2026-03-08,Pool A,A,Cuba,673603,Luis Romero,0.1,0.3333333333333333,0,0,0,0,0,0,1,3
788135,2026-03-08,Pool A,A,Cuba,661255,Yoan López,1.0,1.0,0,0,2,0,0,0,4,13
788135,2026-03-08,Pool A,A,Cuba,673510,Raidel Martinez,1.0,1.0,0,0,0,2,1,0,4,14
788106,2026-03-08,Pool D,D,Kingdom of the Netherlands,687677,Arij Fransen,2.0,2.0,3,3,2,3,3,0,11,51
788106,2026-03-08,Pool D,D,Kingdom of the Netherlands,677804,Eric Mendez,1.0,1.0,1,1,1,0,1,1,5,20
788106,2026-03-08,Pool D,D,Kingdom of the Netherlands,808511,Dylan Wilson,1.0,1.0,0,0,0,0,1,0,4,9
788106,2026-03-08,Pool D,D,Kingdom of the Netherlands,622464,Wendell Floranus,0.1,0.3333333333333333,5,5,3,0,2,2,6,30
788106,2026-03-08,Pool D,D,Kingdom of the Netherlands,838329,Justin Morales,0.2,0.6666666666666666,0,1,1,0,2,0,5,20
788106,2026-03-08,Pool D,D,Kingdom of the Netherlands,445276,Kenley Jansen,1.0,1.0,0,0,0,1,1,0,4,16
788106,2026-03-08,Pool D,D,Kingdom of the Netherlands,543833,Juan Carlos Sulbaran,0.2,0.6666666666666666,2,2,1,1,1,1,4,17
788106,2026-03-08,Pool D,D,Dominican Republic,622663,Luis Severino,4.0,4.0,1,1,3,5,0,1,15,60
788106,2026-03-08,Pool D,D,Dominican Republic,656061,Albert Abreu,2.0,2.0,0,0,1,4,1,0,8,31
788106,2026-03-08,Pool D,D,Dominican Republic,682842,Abner Uribe,1.0,1.0,0,0,1,2,0,0,4,10
788124,2026-03-08,Pool B,B,Great Britain,801643,Owen Wild,3.0,3.0,2,2,2,2,1,2,12,45
788124,2026-03-08,Pool B,B,Great Britain,657101,Nick Wells,0.2,0.6666666666666666,1,3,4,1,1,0,8,40
788124,2026-03-08,Pool B,B,Great Britain,808952,Jack Seppings,1.1,1.3333333333333333,2,2,4,0,1,0,9,27
788124,2026-03-08,Pool B,B,Great Britain,676942,Graham Spraker,2.2,2.6666666666666665,0,0,2,2,1,0,9,36
788124,2026-03-08,Pool B,B,Great Britain,592229,Dylan Covey,0.1,0.3333333333333333,0,0,0,0,1,0,2,7
788124,2026-03-08,Pool B,B,Italy,690626,Dylan DeLucia,3.2,3.6666666666666665,2,2,2,5,1,0,14,69
788124,2026-03-08,Pool B,B,Italy,838341,Gabriele Quattrini,1.1,1.3333333333333333,0,0,1,1,1,0,6,17
788124,2026-03-08,Pool B,B,Italy,686747,Joe La Sorsa,1.0,1.0,0,0,0,2,0,0,3,13
788124,2026-03-08,Pool B,B,Italy,670036,Matt Festa,1.0,1.0,0,0,1,2,0,0,4,17
788124,2026-03-08,Pool B,B,Italy,693312,Kyle Nicolas,0.1,0.3333333333333333,2,2,2,0,1,0,4,15
788124,2026-03-08,Pool B,B,Italy,676760,Ron Marinaccio,0.2,0.6666666666666666,0,0,0,2,0,0,2,11
788124,2026-03-08,Pool B,B,Italy,669711,Greg Weissert,1.0,1.0,0,0,1,1,2,0,6,17
788104,2026-03-08,Pool D,D,Nicaragua,692230,Carlos Rodriguez,4.0,4.0,1,1,2,4,2,0,16,55
788104,2026-03-08,Pool D,D,Nicaragua,650356,Dilmer Mejia,0.1,0.3333333333333333,4,4,3,0,1,0,5,26
788104,2026-03-08,Pool D,D,Nicaragua,500724,JC Ramírez,0.2,0.6666666666666666,0,0,2,1,0,0,4,13
788104,2026-03-08,Pool D,D,Nicaragua,469191,Carlos Teller,1.0,1.0,0,0,1,2,1,0,5,24
788104,2026-03-08,Pool D,D,Nicaragua,830693,Kenword Burton,1.0,1.0,0,0,0,0,1,0,4,18
788104,2026-03-08,Pool D,D,Nicaragua,699325,Oscar Rayo,1.0,1.0,0,0,0,0,1,0,4,11
788104,2026-03-08,Pool D,D,Israel,665152,Dean Kremer,4.1,4.333333333333333,0,0,2,4,1,0,16,63
788104,2026-03-08,Pool D,D,Israel,695256,Josh Mallitz,1.2,1.6666666666666665,0,0,0,1,1,0,6,26
788104,2026-03-08,Pool D,D,Israel,621199,Matt Bowman,1.1,1.3333333333333333,0,0,0,1,0,0,4,16
788104,2026-03-08,Pool D,D,Israel,676661,Max Lazar,0.2,0.6666666666666666,0,0,0,0,0,0,2,6
788104,2026-03-08,Pool D,D,Israel,592454,Tommy Kahnle,1.0,1.0,0,0,0,1,0,0,3,7
788134,2026-03-08,Pool A,A,Panama,642545,Jaime Barria,3.2,3.6666666666666665,2,2,5,0,1,0,18,60
788134,2026-03-08,Pool A,A,Panama,686857,James Gonzalez,1.0,1.0,0,0,1,1,1,0,6,23
788134,2026-03-08,Pool A,A,Panama,800550,Miguel Cienfuegos,2.1,2.3333333333333335,0,0,0,3,0,0,7,25
788134,2026-03-08,Pool A,A,Panama,650668,Humberto Mejía,1.0,1.0,1,1,2,2,0,0,5,15
788134,2026-03-08,Pool A,A,Panama,642607,Dario Agrazal,1.0,1.0,0,0,1,2,0,0,4,18
788134,2026-03-08,Pool A,A,Canada,592791,Jameson Taillon,3.2,3.6666666666666665,1,1,2,3,2,0,14,58
788134,2026-03-08,Pool A,A,Canada,683328,Antoine Jean,1.1,1.3333333333333333,0,0,2,2,0,0,7,25
788134,2026-03-08,Pool A,A,Canada,572020,James Paxton,1.2,1.6666666666666665,0,3,4,2,1,0,11,49
788134,2026-03-08,Pool A,A,Canada,671936,Adam Macko,0.1,0.3333333333333333,0,0,1,1,0,0,2,10
788134,2026-03-08,Pool A,A,Canada,642239,Rob Zastryzny,1.0,1.0,0,0,2,0,0,0,4,14
788134,2026-03-08,Pool A,A,Canada,683363,Matt Wilkinson,0.2,0.6666666666666666,0,0,0,2,0,0,2,12
788134,2026-03-08,Pool A,A,Canada,663531,Logan Allen,0.1,0.3333333333333333,0,0,0,0,0,0,1,2
788125,2026-03-08,Pool B,B,Brazil,672078,Eric Pardinho,3.0,3.0,8,8,10,1,1,1,19,60
788125,2026-03-08,Pool B,B,Brazil,682858,Gabriel Barbosa,0.2,0.6666666666666666,3,3,2,1,1,1,5,22
788125,2026-03-08,Pool B,B,Brazil,806891,Joao Gabriel Marostica,1.2,1.6666666666666665,3,3,3,0,3,1,11,47
788125,2026-03-08,Pool B,B,Brazil,836637,Vitor Takahashi,0.1,0.3333333333333333,2,2,1,0,0,1,3,10
788125,2026-03-08,Pool B,B,Mexico,592836,Taijuan Walker,3.1,3.3333333333333335,0,0,0,3,2,0,12,64
788125,2026-03-08,Pool B,B,Mexico,641995,Roel Ramírez,1.2,1.6666666666666665,0,0,1,2,1,0,7,25
788125,2026-03-08,Pool B,B,Mexico,694401,Alexander Armenta,1.0,1.0,0,0,2,3,0,0,5,18
788112,2026-03-09,Pool C,C,Korea,838333,Ju Young Son,1.0,1.0,0,0,1,0,1,0,5,27
788112,2026-03-09,Pool C,C,Korea,628359,Kyung-Eun Noh,2.0,2.0,0,0,1,1,0,0,6,28
788112,2026-03-09,Pool C,C,Korea,808984,Hyeong Jun So,2.0,2.0,1,1,1,2,0,1,7,36
788112,2026-03-09,Pool C,C,Korea,823561,Yeong Hyun Park,1.0,1.0,0,0,0,1,0,0,3,10
788112,2026-03-09,Pool C,C,Korea,641540,Dane Dunning,1.0,1.0,0,0,1,1,1,0,4,14
788112,2026-03-09,Pool C,C,Korea,823559,Taek Yeon Kim,0.1,0.3333333333333333,1,1,1,0,1,0,3,11
788112,2026-03-09,Pool C,C,Korea,823568,Byeong Hyeon Jo,1.2,1.6666666666666665,0,0,0,2,2,0,7,33
788112,2026-03-09,Pool C,C,Australia,649143,Lachlan Wells,1.2,1.6666666666666665,2,2,2,0,2,1,9,33
788112,2026-03-09,Pool C,C,Australia,807650,Coen Wynne,0.1,0.3333333333333333,2,2,2,0,0,0,3,7
788112,2026-03-09,Pool C,C,Australia,666748,Mitch Neunborn,0.2,0.6666666666666666,0,0,1,2,0,0,3,12
788112,2026-03-09,Pool C,C,Australia,649144,Alex Wells,3.0,3.0,2,2,3,3,1,0,13,57
788112,2026-03-09,Pool C,C,Australia,672552,Jack O'Loughlin,3.1,3.3333333333333335,0,1,2,3,1,0,13,51
788103,2026-03-09,Pool D,D,Dominican Republic,678394,Brayan Bello,5.0,5.0,1,1,1,7,0,1,16,54
788103,2026-03-09,Pool D,D,Dominican Republic,642397,Gregory Soto,1.0,1.0,0,0,0,3,0,0,3,12
788103,2026-03-09,Pool D,D,Dominican Republic,608032,Carlos Estévez,1.0,1.0,0,0,1,1,1,0,5,19
788103,2026-03-09,Pool D,D,Dominican Republic,593974,Wandy Peralta,1.0,1.0,0,0,0,0,0,0,3,12
788103,2026-03-09,Pool D,D,Dominican Republic,622554,Seranthony Domínguez,1.0,1.0,0,0,0,2,0,0,3,11
788103,2026-03-09,Pool D,D,Israel,696492,Ryan Prager,1.2,1.6666666666666665,5,5,1,1,4,1,10,42
788103,2026-03-09,Pool D,D,Israel,592848,Zack Weiss,2.1,2.3333333333333335,1,1,2,2,1,1,8,42
788103,2026-03-09,Pool D,D,Israel,679946,Daniel Federman,2.0,2.0,0,0,0,1,1,0,6,27
788103,2026-03-09,Pool D,D,Israel,805374,Tanner Jacobson,1.1,1.3333333333333333,3,3,3,0,5,0,11,48
788103,2026-03-09,Pool D,D,Israel,670288,Jake Fishman,1.1,1.3333333333333333,1,1,1,0,0,0,6,15
788103,2026-03-09,Pool D,D,Israel,681671,Zack Leban,0.1,0.3333333333333333,0,0,0,0,0,0,1,1
788133,2026-03-09,Pool A,A,Colombia,622426,Adrian Almeida,4.0,4.0,0,0,0,3,0,0,13,59
788133,2026-03-09,Pool A,A,Colombia,666123,Austin Bergner,1.0,1.0,0,0,0,1,1,0,4,12
788133,2026-03-09,Pool A,A,Colombia,677013,Rio Gomez,0.2,0.6666666666666666,1,1,1,0,1,1,4,18
788133,2026-03-09,Pool A,A,Colombia,672550,Danis Correa,0.1,0.3333333333333333,0,0,0,1,0,0,1,7
788133,2026-03-09,Pool A,A,Colombia,664584,Jhon Romero,1.0,1.0,0,0,1,1,0,0,5,17
788133,2026-03-09,Pool A,A,Colombia,642857,Yapson Gomez,0.2,0.6666666666666666,1,1,1,1,0,0,3,12
788133,2026-03-09,Pool A,A,Colombia,670871,Guillo Zuñiga,0.0,0.0,1,1,3,0,0,0,3,7
788133,2026-03-09,Pool A,A,Colombia,690345,Pedro Garcia,1.1,1.3333333333333333,0,0,1,1,0,0,5,23
788133,2026-03-09,Pool A,A,Panama,502179,Paolo Espino,4.1,4.333333333333333,0,0,1,4,1,0,14,59
788133,2026-03-09,Pool A,A,Panama,683517,Jorge Garcia,0.2,0.6666666666666666,2,2,1,0,2,0,6,24
788133,2026-03-09,Pool A,A,Panama,685777,Miguel Gomez,0.1,0.3333333333333333,2,2,1,0,1,0,3,13
788133,2026-03-09,Pool A,A,Panama,665789,Kenny Hernandez,0.2,0.6666666666666666,0,0,1,1,0,0,3,10
788133,2026-03-09,Pool A,A,Panama,650668,Humberto Mejía,1.0,1.0,0,0,0,0,0,0,3,7
788133,2026-03-09,Pool A,A,Panama,701477,Erian Rodriguez,1.0,1.0,0,0,0,2,0,0,3,18
788133,2026-03-09,Pool A,A,Panama,593604,Alberto Baldonado,1.0,1.0,0,0,0,1,0,0,3,17
788123,2026-03-09,Pool B,B,Brazil,807344,Enzo Sawayama,4.0,4.0,0,0,2,3,1,0,15,65
788123,2026-03-09,Pool B,B,Brazil,547921,Tiago Da Silva,0.1,0.3333333333333333,3,3,3,0,1,1,5,23
788123,2026-03-09,Pool B,B,Brazil,622609,Hector Villarroel,1.1,1.3333333333333333,0,1,0,0,1,0,6,20
788123,2026-03-09,Pool B,B,Brazil,828631,Joseph Contreras,1.1,1.3333333333333333,2,2,2,2,3,0,8,38
788123,2026-03-09,Pool B,B,Brazil,649963,Bo Takahashi,1.0,1.0,2,2,1,1,3,0,6,25
788123,2026-03-09,Pool B,B,Great Britain,694341,Brendan Beck,4.0,4.0,0,0,0,4,2,0,14,53
788123,2026-03-09,Pool B,B,Great Britain,804541,Gary Gill Hill,2.0,2.0,1,1,1,2,0,0,8,23
788123,2026-03-09,Pool B,B,Great Britain,702465,Ryan Long,1.0,1.0,0,0,0,2,0,0,3,15
788123,2026-03-09,Pool B,B,Great Britain,695402,Najer Victor,1.0,1.0,0,0,0,2,1,0,4,14
788123,2026-03-09,Pool B,B,Great Britain,663941,Tristan Beck,1.0,1.0,0,0,0,1,0,0,3,7
788131,2026-03-09,Pool A,A,Cuba,678789,Julio Robaina,1.1,1.3333333333333333,3,3,4,1,1,0,9,34
788131,2026-03-09,Pool A,A,Cuba,673603,Luis Romero,0.2,0.6666666666666666,0,0,0,1,2,0,4,24
788131,2026-03-09,Pool A,A,Cuba,814300,Josimar Cousin,2.2,2.6666666666666665,1,1,1,4,0,0,9,40
788131,2026-03-09,Pool A,A,Cuba,820888,Emmanuel Chapman,1.1,1.3333333333333333,0,0,0,1,1,0,5,22
788131,2026-03-09,Pool A,A,Cuba,807176,Armando Duenas,1.0,1.0,0,0,1,0,1,0,5,13
788131,2026-03-09,Pool A,A,Cuba,683726,Pedro Santos,1.0,1.0,0,0,0,2,1,0,4,24
788131,2026-03-09,Pool A,A,Puerto Rico,695684,Elmer Rodríguez,3.0,3.0,0,0,1,3,3,0,12,50
788131,2026-03-09,Pool A,A,Puerto Rico,663558,Jovani Morán,2.0,2.0,0,0,0,0,1,0,7,35
788131,2026-03-09,Pool A,A,Puerto Rico,605441,Yacksel Ríos,2.0,2.0,0,1,1,3,1,0,9,26
788131,2026-03-09,Pool A,A,Puerto Rico,518585,Fernando Cruz,1.0,1.0,0,0,0,2,1,0,4,18
788131,2026-03-09,Pool A,A,Puerto Rico,621242,Edwin Díaz,1.0,1.0,0,0,0,2,0,0,3,12
788099,2026-03-09,Pool D,D,Venezuela,672782,Yoendrys Gómez,2.0,2.0,0,0,2,3,0,0,7,28
788099,2026-03-09,Pool D,D,Venezuela,672456,Keider Montero,3.0,3.0,0,0,3,2,0,0,11,39
788099,2026-03-09,Pool D,D,Venezuela,672582,Angel Zerpa,1.0,1.0,0,0,0,1,0,0,3,12
788099,2026-03-09,Pool D,D,Venezuela,664346,Carlos Guzman,0.2,0.6666666666666666,0,0,1,0,1,0,4,11
788099,2026-03-09,Pool D,D,Venezuela,682949,Christian Suarez,0.1,0.3333333333333333,0,0,0,0,0,0,1,2
788099,2026-03-09,Pool D,D,Venezuela,676130,José Buttó,1.0,1.0,0,0,0,0,0,0,3,8
788099,2026-03-09,Pool D,D,Venezuela,600921,Andrés Machado,1.0,1.0,0,0,1,3,0,0,4,15
788099,2026-03-09,Pool D,D,Nicaragua,807358,Danilo Bermudez,4.0,4.0,2,2,1,2,1,1,14,52
788099,2026-03-09,Pool D,D,Nicaragua,808986,Duque Hebbert,1.0,1.0,0,1,1,0,1,0,6,22
788099,2026-03-09,Pool D,D,Nicaragua,678897,Bryan Torres,1.0,1.0,0,1,1,0,0,0,5,20
788099,2026-03-09,Pool D,D,Nicaragua,691602,Stiven Cruz,2.0,2.0,0,0,2,3,0,0,7,18
788099,2026-03-09,Pool D,D,Nicaragua,469191,Carlos Teller,1.0,1.0,0,0,0,0,0,0,3,12
788122,2026-03-09,Pool B,B,Mexico,518435,Manny Barreda,2.0,2.0,0,0,2,1,3,0,10,44
