試合ID,日付,ラウンド,プール,守備チーム,投手ID,投手,投球回,投球回（小数）,自責点,失点,被安打,奪三振,与四球,被本塁打,対戦打者数,投球数
788122,2026-03-09,Pool B,B,Mexico,672911,Jesus Cruz,0.1,0.3333333333333333,5,5,4,1,0,2,6,21
788122,2026-03-09,Pool B,B,Mexico,703725,Luis Gastelum,0.2,0.6666666666666666,0,0,0,1,0,0,2,11
788122,2026-03-09,Pool B,B,Mexico,692024,Alex Carrillo,1.0,1.0,0,0,1,2,1,0,5,23
788122,2026-03-09,Pool B,B,Mexico,696519,Samy Natera Jr.,1.0,1.0,0,0,0,1,1,0,4,19
788122,2026-03-09,Pool B,B,Mexico,650960,Daniel Duarte,1.0,1.0,0,0,0,1,1,0,4,15
788122,2026-03-09,Pool B,B,Mexico,622103,Gerardo Reyes,1.0,1.0,0,0,0,2,0,0,4,21
788122,2026-03-09,Pool B,B,Mexico,676395,Robert Garcia,1.0,1.0,0,0,1,1,1,0,5,18
788122,2026-03-09,Pool B,B,United States,694973,Paul Skenes,4.0,4.0,0,0,1,7,1,0,14,60
788122,2026-03-09,Pool B,B,United States,664076,Garrett Cleavinger,1.0,1.0,0,0,0,1,0,0,3,8
788122,2026-03-09,Pool B,B,United States,571510,Matthew Boyd,2.1,2.3333333333333335,3,3,5,3,0,2,13,56
788122,2026-03-09,Pool B,B,United States,643377,Griffin Jax,0.2,0.6666666666666666,0,0,0,0,0,0,1,6
788122,2026-03-09,Pool B,B,United States,676477,Garrett Whitlock,1.0,1.0,0,0,1,2,0,0,4,17
788111,2026-03-10,Pool C,C,Czechia,693974,Ondrej Satoria,4.2,4.666666666666667,0,0,6,3,0,0,19,67
788111,2026-03-10,Pool C,C,Czechia,807156,Michal Kovala,3.0,3.0,4,4,3,3,1,1,15,61
788111,2026-03-10,Pool C,C,Czechia,626416,Jan Novak,0.0,0.0,3,3,2,0,1,0,3,13
788111,2026-03-10,Pool C,C,Czechia,689650,Ryan Johnson,0.0,0.0,2,2,1,0,2,1,3,14
788111,2026-03-10,Pool C,C,Czechia,693972,Filip Capka,0.1,0.3333333333333333,0,0,0,0,0,0,1,1
788111,2026-03-10,Pool C,C,Japan,808964,Hiroto Takahashi,4.2,4.666666666666667,0,0,2,5,1,0,16,63
788111,2026-03-10,Pool C,C,Japan,808958,Hiroya Miyagi,1.1,1.3333333333333333,0,0,0,1,0,0,4,16
788111,2026-03-10,Pool C,C,Japan,838756,Yumeto Kanemaru,2.0,2.0,0,0,0,5,0,0,6,24
788111,2026-03-10,Pool C,C,Japan,838348,Koki Kitayama,1.0,1.0,0,0,0,3,0,0,3,14
788102,2026-03-10,Pool D,D,Israel,701557,Carlos Lequerica,1.0,1.0,2,2,1,0,1,0,6,23
788102,2026-03-10,Pool D,D,Israel,694660,Harrison Cohen,2.0,2.0,0,0,0,5,0,0,6,33
788102,2026-03-10,Pool D,D,Israel,810897,Charlie Beilenson,1.2,1.6666666666666665,0,0,0,0,2,0,7,31
788102,2026-03-10,Pool D,D,Israel,695256,Josh Mallitz,0.1,0.3333333333333333,0,0,0,0,0,0,1,3
788102,2026-03-10,Pool D,D,Israel,621199,Matt Bowman,1.2,1.6666666666666665,0,0,1,0,1,0,6,28
788102,2026-03-10,Pool D,D,Israel,681671,Zack Leban,0.1,0.3333333333333333,0,0,0,1,0,0,1,4
788102,2026-03-10,Pool D,D,Israel,592454,Tommy Kahnle,1.0,1.0,0,0,1,1,1,0,5,16
788102,2026-03-10,Pool D,D,Israel,815084,Ben Simon,1.0,1.0,0,0,0,3,3,0,6,32
788102,2026-03-10,Pool D,D,Kingdom of the Netherlands,820853,Ryjeteri Merite,1.2,1.6666666666666665,1,1,1,1,1,0,7,37
788102,2026-03-10,Pool D,D,Kingdom of the Netherlands,463017,Shairon Martis,3.1,3.3333333333333335,0,0,1,2,0,0,11,41
788102,2026-03-10,Pool D,D,Kingdom of the Netherlands,808721,Kevin Kelly,0.2,0.6666666666666666,1,5,3,0,1,0,7,22
788102,2026-03-10,Pool D,D,Kingdom of the Netherlands,609044,Lars Huijer,1.1,1.3333333333333333,0,0,1,2,0,0,5,18
788102,2026-03-10,Pool D,D,Kingdom of the Netherlands,663723,Derek West,2.0,2.0,0,0,2,0,0,0,8,26
788132,2026-03-10,Pool A,A,Canada,666364,Jordan Balazovic,3.0,3.0,1,1,1,4,3,0,11,47
788132,2026-03-10,Pool A,A,Canada,663531,Logan Allen,3.0,3.0,1,1,4,2,0,0,13,43
788132,2026-03-10,Pool A,A,Canada,621245,Brock Dykxhoorn,3.0,3.0,0,0,0,1,0,0,9,33
788132,2026-03-10,Pool A,A,Puerto Rico,592254,José De León,2.2,2.6666666666666665,2,2,2,2,0,0,11,42
788132,2026-03-10,Pool A,A,Puerto Rico,670329,Rico Garcia,0.1,0.3333333333333333,0,0,0,0,2,0,3,17
788132,2026-03-10,Pool A,A,Puerto Rico,670103,Raymond Burgos,2.1,2.3333333333333335,1,1,2,3,0,0,8,38
788132,2026-03-10,Pool A,A,Puerto Rico,664744,Jose Espada,0.2,0.6666666666666666,0,0,0,1,2,0,4,17
788132,2026-03-10,Pool A,A,Puerto Rico,687879,Luis Quiñones,2.0,2.0,0,0,0,2,0,0,6,24
788132,2026-03-10,Pool A,A,Puerto Rico,703106,Ricardo Velez,0.1,0.3333333333333333,0,0,1,0,0,0,3,7
788132,2026-03-10,Pool A,A,Puerto Rico,681938,Angel Reyes,0.2,0.6666666666666666,0,0,0,1,0,0,3,11
788119,2026-03-10,Pool B,B,Italy,547179,Michael Lorenzen,4.2,4.666666666666667,0,0,2,2,1,0,17,67
788119,2026-03-10,Pool B,B,Italy,656186,Dan Altavilla,1.0,1.0,1,1,1,2,0,1,4,19
788119,2026-03-10,Pool B,B,Italy,686747,Joe La Sorsa,1.0,1.0,1,1,1,1,0,0,4,19
788119,2026-03-10,Pool B,B,Italy,689690,Alek Jacob,0.1,0.3333333333333333,2,2,2,0,0,1,3,11
788119,2026-03-10,Pool B,B,Italy,670036,Matt Festa,0.2,0.6666666666666666,1,1,3,1,0,0,5,17
788119,2026-03-10,Pool B,B,Italy,676760,Ron Marinaccio,0.2,0.6666666666666666,1,1,1,0,0,1,3,16
788119,2026-03-10,Pool B,B,Italy,669711,Greg Weissert,0.2,0.6666666666666666,0,0,1,2,0,0,3,12
788119,2026-03-10,Pool B,B,United States,690997,Nolan McLean,3.0,3.0,3,3,2,4,2,2,14,55
788119,2026-03-10,Pool B,B,United States,642232,Ryan Yarbrough,2.1,2.3333333333333335,2,3,2,2,1,1,10,43
788119,2026-03-10,Pool B,B,United States,641745,Brad Keller,0.2,0.6666666666666666,0,2,0,1,1,0,4,17
788119,2026-03-10,Pool B,B,United States,642100,Gabe Speier,1.0,1.0,0,0,0,0,0,0,3,12
788119,2026-03-10,Pool B,B,United States,670280,David Bednar,1.0,1.0,0,0,2,2,0,0,6,24
788119,2026-03-10,Pool B,B,United States,695243,Mason Miller,1.0,1.0,0,0,0,2,0,0,3,10
788130,2026-03-11,Pool A,A,Canada,615698,Cal Quantrill,5.0,5.0,0,1,2,5,1,0,17,67
788130,2026-03-11,Pool A,A,Canada,666301,Indigo Diaz,0.2,0.6666666666666666,1,1,2,1,1,0,5,19
788130,2026-03-11,Pool A,A,Canada,671936,Adam Macko,0.1,0.3333333333333333,0,0,0,1,1,0,2,7
788130,2026-03-11,Pool A,A,Canada,572020,James Paxton,2.2,2.6666666666666665,0,0,1,6,1,0,10,49
788130,2026-03-11,Pool A,A,Canada,672021,Eric Cerantola,0.1,0.3333333333333333,0,0,0,0,0,0,1,1
788130,2026-03-11,Pool A,A,Cuba,661267,Livan Moinelo,3.2,3.6666666666666665,0,1,4,4,3,0,18,63
788130,2026-03-11,Pool A,A,Cuba,684320,Yariel Rodríguez,1.2,1.6666666666666665,1,4,3,4,0,1,10,44
788130,2026-03-11,Pool A,A,Cuba,628345,Darien Núñez,1.2,1.6666666666666665,0,0,0,2,1,0,6,29
788130,2026-03-11,Pool A,A,Cuba,661255,Yoan López,1.0,1.0,1,1,2,0,1,0,5,15
788130,2026-03-11,Pool A,A,Cuba,673510,Raidel Martinez,1.0,1.0,1,1,2,0,0,0,4,14
788121,2026-03-11,Pool B,B,Italy,605400,Aaron Nola,5.0,5.0,0,0,4,5,1,0,17,69
788121,2026-03-11,Pool B,B,Italy,700669,Gordon Graceffo,1.0,1.0,1,1,1,1,2,0,7,29
788121,2026-03-11,Pool B,B,Italy,668144,Claudio Scotti,0.2,0.6666666666666666,0,0,0,0,1,0,3,12
788121,2026-03-11,Pool B,B,Italy,686747,Joe La Sorsa,0.1,0.3333333333333333,0,0,0,1,0,0,1,4
788121,2026-03-11,Pool B,B,Italy,493603,Adam Ottavino,0.2,0.6666666666666666,0,0,0,2,2,0,5,24
788121,2026-03-11,Pool B,B,Italy,838341,Gabriele Quattrini,1.1,1.3333333333333333,0,0,0,0,0,0,5,17
788121,2026-03-11,Pool B,B,Mexico,665871,Javier Assad,4.1,4.333333333333333,4,4,4,5,2,2,17,60
788121,2026-03-11,Pool B,B,Mexico,657514,Brennan Bernardino,0.2,0.6666666666666666,1,1,1,0,1,0,4,16
788121,2026-03-11,Pool B,B,Mexico,650960,Daniel Duarte,1.0,1.0,1,1,1,1,0,1,4,17
788121,2026-03-11,Pool B,B,Mexico,680767,Victor Vodnik,1.0,1.0,0,1,1,0,0,0,5,22
788121,2026-03-11,Pool B,B,Mexico,676395,Robert Garcia,0.1,0.3333333333333333,2,2,3,1,0,1,4,17
788121,2026-03-11,Pool B,B,Mexico,641995,Roel Ramírez,0.2,0.6666666666666666,0,0,0,1,0,0,2,8
788121,2026-03-11,Pool B,B,Mexico,662253,Andrés Muñoz,1.0,1.0,0,0,0,0,2,0,5,21
788101,2026-03-11,Pool D,D,Dominican Republic,645261,Sandy Alcantara,3.0,3.0,3,3,5,3,2,0,15,44
788101,2026-03-11,Pool D,D,Dominican Republic,623211,Huascar Brazobán,1.0,1.0,0,0,0,3,1,0,4,20
788101,2026-03-11,Pool D,D,Dominican Republic,675848,Juan Mejia,1.0,1.0,0,0,1,0,0,0,4,18
788101,2026-03-11,Pool D,D,Dominican Republic,622554,Seranthony Domínguez,1.0,1.0,0,0,0,0,1,0,4,17
788101,2026-03-11,Pool D,D,Dominican Republic,642701,Dennis Santana,1.0,1.0,0,0,1,0,1,0,5,14
788101,2026-03-11,Pool D,D,Dominican Republic,666808,Camilo Doval,1.0,1.0,0,0,0,1,0,0,3,12
788101,2026-03-11,Pool D,D,Dominican Republic,682842,Abner Uribe,0.0,0.0,1,2,0,0,3,0,3,18
788101,2026-03-11,Pool D,D,Dominican Republic,665660,Elvis Alvarado,1.0,1.0,0,0,0,0,0,0,3,8
788101,2026-03-11,Pool D,D,Venezuela,593958,Eduardo Rodriguez,2.2,2.6666666666666665,3,3,3,5,1,2,12,53
788101,2026-03-11,Pool D,D,Venezuela,660825,Eduard Bazardo,0.1,0.3333333333333333,1,1,1,0,0,1,2,6
788101,2026-03-11,Pool D,D,Venezuela,622608,Antonio Senzatela,1.0,1.0,3,3,2,1,1,1,6,22
788101,2026-03-11,Pool D,D,Venezuela,676130,José Buttó,1.0,1.0,0,0,0,0,0,0,3,9
788101,2026-03-11,Pool D,D,Venezuela,600921,Andrés Machado,1.0,1.0,0,0,1,0,0,0,4,12
788101,2026-03-11,Pool D,D,Venezuela,672582,Angel Zerpa,1.0,1.0,0,0,2,2,0,0,5,20
788101,2026-03-11,Pool D,D,Venezuela,694037,Daniel Palencia,1.0,1.0,0,0,0,1,1,0,4,17
788101,2026-03-11,Pool D,D,Venezuela,683627,Anthony Molina,1.0,1.0,0,0,2,1,1,0,5,16
788095,2026-03-13,Quarterfinal,,Korea,547943,Hyun Jin Ryu,1.2,1.6666666666666665,3,3,3,1,2,0,10,40
788095,2026-03-13,Quarterfinal,,Korea,628359,Kyung-Eun Noh,0.1,0.3333333333333333,2,2,2,1,0,0,3,10
788095,2026-03-13,Quarterfinal,,Korea,823561,Yeong Hyun Park,0.1,0.3333333333333333,2,2,2,1,0,0,3,10
788095,2026-03-13,Quarterfinal,,Korea,808971,Been Gwak,0.1,0.3333333333333333,0,0,0,1,3,0,4,22
788095,2026-03-13,Quarterfinal,,Korea,641540,Dane Dunning,0.1,0.3333333333333333,0,0,0,0,0,0,1,7
788095,2026-03-13,Quarterfinal,,Korea,808978,Young Pyo Ko,1.0,1.0,0,0,0,1,0,0,3,12
788095,2026-03-13,Quarterfinal,,Korea,823568,Byeong Hyeon Jo,1.0,1.0,0,0,0,0,0,0,3,10
788095,2026-03-13,Quarterfinal,,Korea,808970,Woo-Suk Go,1.0,1.0,0,0,0,0,0,0,3,12
788095,2026-03-13,Quarterfinal,,Korea,808984,Hyeong Jun So,0.2,0.6666666666666666,3,3,2,1,1,1,5,18
788095,2026-03-13,Quarterfinal,,Dominican Republic,650911,Cristopher Sánchez,5.0,5.0,0,0,2,8,1,0,17,63
788095,2026-03-13,Quarterfinal,,Dominican Republic,656061,Albert Abreu,2.0,2.0,0,0,0,3,0,0,6,24
788100,2026-03-13,Quarterfinal,,United States,657277,Logan Webb,4.2,4.666666666666667,0,0,4,5,1,0,19,71
788100,2026-03-13,Quarterfinal,,United States,641745,Brad Keller,1.0,1.0,2,2,1,0,1,0,5,19
788100,2026-03-13,Quarterfinal,,United States,642100,Gabe Speier,0.1,0.3333333333333333,1,1,1,0,0,1,2,14
788100,2026-03-13,Quarterfinal,,United States,670280,David Bednar,1.0,1.0,0,0,2,2,0,0,5,26
788100,2026-03-13,Quarterfinal,,United States,676477,Garrett Whitlock,1.0,1.0,0,0,0,1,0,0,3,10
788100,2026-03-13,Quarterfinal,,United States,695243,Mason Miller,1.0,1.0,0,0,0,3,0,0,3,18
788100,2026-03-13,Quarterfinal,,Canada,647336,Michael Soroka,2.2,2.6666666666666665,2,3,4,1,2,0,14,58
788100,2026-03-13,Quarterfinal,,Canada,809840,Micah Ashman,2.1,2.3333333333333335,0,0,1,2,0,0,8,28
788100,2026-03-13,Quarterfinal,,Canada,518418,Phillippe Aumont,0.1,0.3333333333333333,2,2,1,0,1,0,3,17
788100,2026-03-13,Quarterfinal,,Canada,671936,Adam Macko,1.2,1.6666666666666665,0,0,2,2,0,0,6,22
788100,2026-03-13,Quarterfinal,,Canada,683363,Matt Wilkinson,2.0,2.0,0,0,0,2,2,0,7,33
788098,2026-03-14,Quarterfinal,,Puerto Rico,607625,Seth Lugo,0.1,0.3333333333333333,4,4,3,1,2,0,6,25
788098,2026-03-14,Quarterfinal,,Puerto Rico,663558,Jovani Morán,1.0,1.0,0,0,2,2,1,0,6,24
788098,2026-03-14,Quarterfinal,,Puerto Rico,700842,Eduardo Rivera,2.1,2.3333333333333335,2,2,1,4,3,0,11,52
788098,2026-03-14,Quarterfinal,,Puerto Rico,687879,Luis Quiñones,0.0,0.0,2,2,2,0,1,0,3,14
788098,2026-03-14,Quarterfinal,,Puerto Rico,518585,Fernando Cruz,1.1,1.3333333333333333,0,0,0,2,0,0,4,16
788098,2026-03-14,Quarterfinal,,Puerto Rico,670103,Raymond Burgos,1.1,1.3333333333333333,0,0,0,1,0,0,4,16
788098,2026-03-14,Quarterfinal,,Puerto Rico,605441,Yacksel Ríos,0.2,0.6666666666666666,0,0,0,1,0,0,2,8
788098,2026-03-14,Quarterfinal,,Puerto Rico,621242,Edwin Díaz,1.0,1.0,0,0,0,2,1,0,5,22
788098,2026-03-14,Quarterfinal,,Italy,691951,Sam Aldegheri,1.1,1.3333333333333333,2,2,1,1,2,1,8,30
788098,2026-03-14,Quarterfinal,,Italy,689690,Alek Jacob,0.2,0.6666666666666666,0,0,0,1,0,0,3,9
788098,2026-03-14,Quarterfinal,,Italy,690626,Dylan DeLucia,4.0,4.0,0,0,2,3,0,0,14,58
788098,2026-03-14,Quarterfinal,,Italy,656186,Dan Altavilla,1.0,1.0,0,0,0,2,1,0,5,26
788098,2026-03-14,Quarterfinal,,Italy,670036,Matt Festa,0.0,0.0,3,3,1,0,2,0,3,17
788098,2026-03-14,Quarterfinal,,Italy,686747,Joe La Sorsa,0.1,0.3333333333333333,1,1,1,0,0,0,3,8
788098,2026-03-14,Quarterfinal,,Italy,669711,Greg Weissert,1.2,1.6666666666666665,0,0,2,2,0,0,7,28
788097,2026-03-14,Quarterfinal,,Venezuela,624133,Ranger Suarez,2.2,2.6666666666666665,5,5,3,4,3,2,13,51
788097,2026-03-14,Quarterfinal,,Venezuela,660825,Eduard Bazardo,0.1,0.3333333333333333,0,0,1,0,0,0,2,7
788097,2026-03-14,Quarterfinal,,Venezuela,646241,Enmanuel De Jesus,2.1,2.3333333333333335,0,0,1,3,1,0,9,42
788097,2026-03-14,Quarterfinal,,Venezuela,676130,José Buttó,0.2,0.6666666666666666,0,0,0,0,0,0,2,10
788097,2026-03-14,Quarterfinal,,Venezuela,672582,Angel Zerpa,1.0,1.0,0,0,0,2,0,0,3,12
788097,2026-03-14,Quarterfinal,,Venezuela,600921,Andrés Machado,1.0,1.0,0,0,2,1,0,0,5,14
788097,2026-03-14,Quarterfinal,,Venezuela,694037,Daniel Palencia,1.0,1.0,0,0,0,2,0,0,3,13
788097,2026-03-14,Quarterfinal,,Japan,808967,Yoshinobu Yamamoto,4.0,4.0,2,2,4,5,1,1,17,69
788097,2026-03-14,Quarterfinal,,Japan,838757,Chihiro Sumida,0.2,0.6666666666666666,2,2,1,2,1,1,4,23
788097,2026-03-14,Quarterfinal,,Japan,838755,Shoma Fujihira,0.1,0.3333333333333333,0,0,0,0,0,0,1,8
788097,2026-03-14,Quarterfinal,,Japan,808955,Hiromi Itoh,1.0,1.0,3,3,3,1,0,1,6,19
788097,2026-03-14,Quarterfinal,,Japan,684001,Atsuki Taneichi,2.0,2.0,1,1,1,2,0,0,7,34
788097,2026-03-14,Quarterfinal,,Japan,579328,Yusei Kikuchi,1.0,1.0,0,0,1,1,0,0,4,12
788096,2026-03-15,Semifinal,,United States,694973,Paul Skenes,4.1,4.333333333333333,1,1,6,2,0,1,20,71
788096,2026-03-15,Semifinal,,United States,643511,Tyler Rogers,0.2,0.6666666666666666,0,0,0,0,0,0,1,2
788096,2026-03-15,Semifinal,,United States,643377,Griffin Jax,1.0,1.0,0,0,0,0,0,0,3,7
788096,2026-03-15,Semifinal,,United States,670280,David Bednar,1.0,1.0,0,0,2,2,0,0,5,18
788096,2026-03-15,Semifinal,,United States,676477,Garrett Whitlock,1.0,1.0,0,0,0,2,0,0,3,16
788096,2026-03-15,Semifinal,,United States,695243,Mason Miller,1.0,1.0,0,0,0,2,1,0,4,22
788096,2026-03-15,Semifinal,,Dominican Republic,622663,Luis Severino,3.1,3.3333333333333335,1,1,5,6,0,1,15,68
788096,2026-03-15,Semifinal,,Dominican Republic,642397,Gregory Soto,0.1,0.3333333333333333,1,1,1,1,0,1,3,15
788096,2026-03-15,Semifinal,,Dominican Republic,675848,Juan Mejia,1.0,1.0,0,0,1,1,0,0,4,13
788096,2026-03-15,Semifinal,,Dominican Republic,623211,Huascar Brazobán,1.1,1.3333333333333333,0,0,0,3,0,0,4,14
788096,2026-03-15,Semifinal,,Dominican Republic,682842,Abner Uribe,1.0,1.0,0,0,0,1,0,0,3,9
788096,2026-03-15,Semifinal,,Dominican Republic,622554,Seranthony Domínguez,1.0,1.0,0,0,0,1,1,0,3,14
788096,2026-03-15,Semifinal,,Dominican Republic,666808,Camilo Doval,1.0,1.0,0,0,0,2,0,0,3,15
788093,2026-03-16,Semifinal,,Venezuela,672456,Keider Montero,1.1,1.3333333333333333,2,2,2,1,3,0,8,34
788093,2026-03-16,Semifinal,,Venezuela,645307,Ricardo Sánchez,1.2,1.6666666666666665,0,0,0,0,1,0,6,23
788093,2026-03-16,Semifinal,,Venezuela,679883,Luinder Avila,2.1,2.3333333333333335,0,0,2,1,0,0,10,32
788093,2026-03-16,Semifinal,,Venezuela,672582,Angel Zerpa,0.2,0.6666666666666666,0,0,1,2,1,0,4,13
788093,2026-03-16,Semifinal,,Venezuela,660825,Eduard Bazardo,1.0,1.0,0,0,0,1,0,0,3,9
788093,2026-03-16,Semifinal,,Venezuela,600921,Andrés Machado,1.0,1.0,0,0,0,2,0,0,3,9
788093,2026-03-16,Semifinal,,Venezuela,694037,Daniel Palencia,1.0,1.0,0,0,0,2,0,0,3,15
788093,2026-03-16,Semifinal,,Italy,605400,Aaron Nola,4.0,4.0,1,1,4,3,1,1,16,59
788093,2026-03-16,Semifinal,,Italy,547179,Michael Lorenzen,2.2,2.6666666666666665,3,3,4,2,2,0,14,46
788093,2026-03-16,Semifinal,,Italy,693312,Kyle Nicolas,1.1,1.3333333333333333,0,0,0,2,0,0,4,13
788093,2026-03-16,Semifinal,,Italy,676760,Ron Marinaccio,1.0,1.0,0,0,0,1,0,0,3,8
788094,2026-03-17,Final,,Venezuela,593958,Eduardo Rodriguez,4.1,4.333333333333333,0,0,1,4,1,0,15,57
788094,2026-03-17,Final,,Venezuela,660825,Eduard Bazardo,0.2,0.6666666666666666,0,0,0,1,0,0,2,12
788094,2026-03-17,Final,,Venezuela,676130,José Buttó,1.0,1.0,0,0,1,0,0,0,4,17
788094,2026-03-17,Final,,Venezuela,672582,Angel Zerpa,0.2,0.6666666666666666,0,0,0,1,1,0,3,15
788094,2026-03-17,Final,,Venezuela,600921,Andrés Machado,1.1,1.3333333333333333,2,2,1,2,1,1,6,18
788094,2026-03-17,Final,,Venezuela,694037,Daniel Palencia,1.0,1.0,0,0,0,2,0,0,3,11
788094,2026-03-17,Final,,United States,690997,Nolan McLean,4.2,4.666666666666667,2,2,4,4,1,1,18,63
788094,2026-03-17,Final,,United States,641745,Brad Keller,1.1,1.3333333333333333,0,0,0,1,0,0,4,9
788094,2026-03-17,Final,,United States,676684,Will Vest,1.0,1.0,0,0,1,1,0,0,4,15
788094,2026-03-17,Final,,United States,643377,Griffin Jax,1.0,1.0,0,0,0,1,0,0,3,8
788094,2026-03-17,Final,,United States,676477,Garrett Whitlock,0.1,0.3333333333333333,1,1,1,0,1,0,3,20
788094,2026-03-17,Final,,United States,643511,Tyler Rogers,0.2,0.6666666666666666,0,0,0,0,1,0,3,5
